Customer_ID,Age,Gender,Income_Level,Occupation,Education_Level,Travel_Frequency,Destination,Trip_Duration,Travel_Purpose,Previous_Dental Treatment,General_Health_Status,Dental_Issue_History,Dental_Visit_Frequency,Previous_Insurance_Policy,Claims_History,Insurance_Duration,Online_Behavior,Marketing_Engagement,Social_Media_Activity,Credit_Score,Spending_Pattern,Payment_History,Propensity_Score
957,52,Male,134017,Doctor,High School,6,International,25,Business,False,Good,False,1,True,3,4,Medium,Medium,Medium,551,Low,Poor,0.2447013309682086
958,33,Male,99091,Engineer,High School,0,International,1,Business,False,Good,False,3,False,0,8,High,Medium,Low,757,Low,Poor,0.3901172380489254
959,75,Female,40397,Lawyer,Bachelor,9,International,21,Medical,True,Poor,True,4,True,5,1,High,Medium,High,514,High,Average,0.8515530682458808
960,52,Female,62664,Business,PhD,0,Domestic,20,Business,True,Poor,True,0,False,1,3,Low,High,Low,455,Medium,Poor,0.2406618693811169
961,45,Female,84290,Business,Master,10,International,11,Business,True,Good,False,5,True,1,6,High,High,Low,636,High,Good,0.3948751848402888
962,85,Male,94657,Lawyer,High School,1,International,9,Business,True,Poor,True,7,True,2,9,High,Medium,High,778,High,Average,0.8838653970454405
963,26,Male,147331,Doctor,Bachelor,2,Domestic,3,Medical,True,Poor,False,1,False,5,9,Medium,Medium,Medium,698,High,Poor,0.4365282054751369
964,26,Male,51964,Lawyer,High School,8,Domestic,27,Medical,True,Poor,False,5,True,4,4,Low,Medium,High,676,High,Poor,0.4724902403296611
965,21,Female,131486,Business,Bachelor,5,International,3,Leisure,True,Average,False,3,False,1,4,High,Low,Low,812,Low,Good,0.1756765511407183
966,75,Female,46795,Teacher,Bachelor,7,Domestic,24,Leisure,True,Poor,True,8,True,5,3,High,High,Medium,465,Low,Good,0.9847903171641784
967,35,Male,145263,Teacher,Bachelor,6,International,7,Leisure,False,Good,False,0,True,0,7,Low,Medium,Medium,685,Medium,Good,0.285952935146893
968,60,Female,86184,Engineer,High School,5,Domestic,4,Business,True,Average,True,3,False,3,8,Medium,High,High,715,High,Average,0.1775839084166519
969,85,Female,138957,Doctor,Bachelor,6,Domestic,4,Business,True,Average,True,6,True,0,4,High,Medium,High,447,Low,Average,0.8637405615301932
970,42,Male,81826,Doctor,High School,7,Domestic,4,Medical,False,Good,False,4,True,0,4,High,High,High,772,High,Good,0.5108802472039253
971,57,Female,80330,Doctor,PhD,9,International,6,Medical,False,Poor,False,0,False,4,2,Low,Medium,Low,546,High,Good,0.6242229516771488
972,74,Male,97260,Artist,Bachelor,7,International,24,Leisure,True,Poor,True,7,True,1,5,Low,Low,Low,792,Low,Good,0.7406007111622015
973,36,Female,115729,Artist,PhD,6,Domestic,26,Leisure,True,Average,False,5,True,1,1,Low,High,High,837,High,Average,0.4332166359610758
974,60,Female,126352,Artist,Bachelor,7,Domestic,28,Business,True,Average,True,5,True,1,2,Low,Medium,Medium,613,Low,Average,0.5332811950193541
975,80,Female,129152,Lawyer,High School,4,Domestic,14,Medical,True,Average,True,8,True,3,10,High,Low,Medium,665,High,Good,0.7260378513124256
976,67,Female,56533,Artist,Master,5,Domestic,18,Business,True,Good,False,0,False,3,4,Medium,High,Low,678,High,Average,0.3816247759170974
977,21,Male,138516,Engineer,PhD,5,International,9,Leisure,True,Good,True,0,True,4,4,Low,Low,Low,846,Medium,Poor,0.6738274430895524
978,38,Male,115860,Engineer,High School,8,Domestic,16,Medical,True,Good,False,3,True,1,8,Medium,Low,Medium,690,Low,Good,0.6948113043672227
979,32,Female,113145,Doctor,Master,1,International,8,Business,True,Average,False,5,False,0,8,High,Medium,Medium,716,High,Good,0.3671149883338455
980,58,Female,85935,Lawyer,PhD,8,Domestic,18,Business,False,Good,False,1,False,0,7,Low,Low,Low,633,High,Average,0.3127420845570479
981,31,Male,75663,Engineer,Bachelor,0,International,3,Leisure,True,Average,False,2,False,2,6,High,Medium,Low,826,Low,Good,0.587945690683249
982,69,Female,121415,Business,PhD,10,International,20,Business,True,Poor,True,9,True,5,1,Low,High,Medium,810,High,Average,0.8524517806048539
983,89,Female,84787,Lawyer,Master,2,International,28,Medical,True,Average,True,9,False,2,6,Medium,High,Medium,489,High,Poor,0.8581167501981375
984,76,Male,105897,Engineer,High School,9,International,22,Medical,True,Poor,True,9,True,3,5,High,Low,Low,724,Medium,Average,0.8501271704129655
985,71,Male,67065,Artist,PhD,8,Domestic,2,Leisure,True,Average,True,8,True,3,6,Low,Medium,Medium,803,High,Good,0.8794913448097451
986,35,Male,145598,Engineer,Master,3,Domestic,16,Leisure,False,Poor,True,5,True,1,1,High,Low,Low,721,Low,Average,0.1738718022119324
987,75,Male,123326,Engineer,High School,6,Domestic,20,Leisure,True,Average,True,6,True,2,5,High,Low,Low,568,Medium,Poor,0.9694175024516902
988,69,Male,116205,Business,Bachelor,0,International,5,Medical,True,Poor,False,0,False,0,4,Medium,Medium,Medium,556,Medium,Good,0.2744500379486581
989,33,Female,103096,Business,PhD,5,Domestic,15,Medical,False,Poor,True,1,True,3,8,High,Low,Low,635,High,Poor,0.1095591504835514
990,43,Female,58551,Artist,Master,8,International,12,Business,False,Poor,True,0,True,4,1,High,High,Medium,690,High,Poor,0.1923122161967796
991,39,Female,47748,Lawyer,High School,10,Domestic,11,Business,False,Good,False,5,True,5,7,Medium,High,Low,778,High,Good,0.1244065850009791
992,52,Male,32588,Teacher,Master,10,International,26,Leisure,True,Poor,True,2,False,0,4,High,Low,High,530,Low,Average,0.5970560908354937
993,33,Male,97113,Engineer,PhD,4,Domestic,7,Medical,True,Poor,False,0,True,5,8,Medium,High,Medium,523,High,Good,0.0603955942002069
994,68,Male,67931,Teacher,Bachelor,3,International,15,Leisure,True,Good,True,0,False,2,9,High,High,Medium,466,High,Average,0.3488779049632722
995,22,Female,57082,Teacher,High School,10,Domestic,9,Business,True,Average,True,0,True,5,9,Medium,High,High,825,Low,Poor,0.1073788219786
996,18,Male,123621,Business,High School,0,Domestic,24,Leisure,True,Average,True,0,True,5,4,High,Medium,Medium,494,Low,Average,0.5363171261520928
997,62,Male,74198,Teacher,PhD,10,International,18,Business,True,Poor,False,1,False,3,7,High,High,Medium,319,High,Poor,0.251029926535115
998,48,Female,120081,Teacher,Master,8,International,22,Leisure,False,Average,True,5,False,2,8,Medium,Low,Low,374,Medium,Average,0.4698836428391406
999,23,Female,79971,Artist,PhD,3,Domestic,3,Leisure,False,Poor,False,3,False,2,7,Medium,Medium,Medium,847,Medium,Average,0.0236291818057668
1000,66,Male,85196,Doctor,High School,0,Domestic,4,Medical,False,Poor,True,1,False,5,6,Medium,Medium,Low,350,High,Good,0.5729741880251161
